=== PHASE A: Writing known pattern, sustained hold ===
CHECK 2026-07-30T05:35:10.385112 matches=0 nonzero=0 1520, 248.81, 0
4, 196.15, 0
CHECK 2026-07-30T05:35:10.529807 matches=0 nonzero=0 1520, 248.58, 1
4, 196.11, 0
CHECK 2026-07-30T05:35:10.808423 matches=0 nonzero=0 1520, 248.57, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:11.116678 matches=0 nonzero=0 1520, 248.49, 0
4, 196.15, 0
CHECK 2026-07-30T05:35:11.270340 matches=0 nonzero=0 1520, 248.57, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:11.583356 matches=0 nonzero=0 1520, 248.66, 1
4, 196.12, 0
CHECK 2026-07-30T05:35:11.855207 matches=0 nonzero=0 1520, 248.65, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:12.014746 matches=0 nonzero=0 1520, 248.88, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:12.168069 matches=0 nonzero=0 1520, 248.60, 0
4, 196.13, 0
CHECK 2026-07-30T05:35:12.639864 matches=0 nonzero=0 1520, 248.85, 0
4, 196.14, 0
CHECK 2026-07-30T05:35:12.913759 matches=0 nonzero=0 1520, 248.85, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:13.061127 matches=0 nonzero=0 1520, 248.64, 0
4, 196.09, 0
CHECK 2026-07-30T05:35:13.358127 matches=0 nonzero=0 1520, 249.10, 1
4, 196.13, 0
CHECK 2026-07-30T05:35:13.734336 matches=0 nonzero=0 1520, 248.68, 0
4, 196.16, 0
CHECK 2026-07-30T05:35:13.884112 matches=0 nonzero=0 1520, 249.04, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:14.034620 matches=0 nonzero=0 1520, 249.12, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:14.298471 matches=0 nonzero=0 1520, 249.16, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:14.444553 matches=0 nonzero=0 1520, 249.10, 0
4, 196.13, 0
CHECK 2026-07-30T05:35:14.586388 matches=0 nonzero=0 1520, 249.28, 0
4, 196.13, 0
CHECK 2026-07-30T05:35:14.732652 matches=0 nonzero=0 1520, 249.25, 1
4, 196.11, 0
CHECK 2026-07-30T05:35:14.984053 matches=0 nonzero=0 1520, 248.90, 1
4, 196.13, 0
CHECK 2026-07-30T05:35:15.272785 matches=0 nonzero=0 1520, 248.87, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:15.422626 matches=0 nonzero=0 1520, 248.64, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:15.568899 matches=0 nonzero=0 1520, 248.77, 1
4, 196.20, 0
CHECK 2026-07-30T05:35:15.826479 matches=0 nonzero=0 1520, 248.77, 0
4, 196.14, 0
CHECK 2026-07-30T05:35:16.081826 matches=0 nonzero=0 1520, 248.75, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:16.387400 matches=0 nonzero=0 1520, 248.50, 0
4, 196.06, 0
CHECK 2026-07-30T05:35:16.532611 matches=0 nonzero=0 1520, 248.56, 1
4, 196.06, 0
CHECK 2026-07-30T05:35:16.839604 matches=0 nonzero=0 1520, 248.61, 0
4, 196.16, 0
CHECK 2026-07-30T05:35:17.172972 matches=0 nonzero=0 1520, 248.65, 1
4, 196.16, 0
CHECK 2026-07-30T05:35:17.518736 matches=0 nonzero=0 1520, 248.94, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:17.670164 matches=0 nonzero=0 1520, 248.68, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:17.884357 matches=0 nonzero=0 1520, 248.68, 0
4, 196.05, 0
CHECK 2026-07-30T05:35:18.219572 matches=0 nonzero=0 1520, 248.99, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:18.372076 matches=0 nonzero=0 1520, 249.17, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:18.520394 matches=0 nonzero=0 1520, 249.64, 1
4, 196.15, 0
CHECK 2026-07-30T05:35:18.662297 matches=0 nonzero=0 1520, 249.25, 1
4, 196.09, 0
CHECK 2026-07-30T05:35:18.926932 matches=0 nonzero=0 1520, 249.16, 0
4, 196.11, 0
CHECK 2026-07-30T05:35:19.072458 matches=0 nonzero=0 1520, 249.58, 0
4, 196.11, 0
CHECK 2026-07-30T05:35:19.359390 matches=0 nonzero=0 1520, 248.98, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:19.511499 matches=0 nonzero=0 1520, 249.35, 1
4, 196.08, 0
CHECK 2026-07-30T05:35:19.652681 matches=0 nonzero=0 1520, 249.01, 0
4, 196.11, 0
CHECK 2026-07-30T05:35:19.803879 matches=0 nonzero=0 1520, 249.31, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:19.950677 matches=0 nonzero=0 1520, 249.38, 1
4, 196.15, 0
CHECK 2026-07-30T05:35:20.095802 matches=0 nonzero=0 1520, 249.60, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:20.417059 matches=0 nonzero=0 1520, 249.52, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:20.708401 matches=0 nonzero=0 1520, 248.96, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:20.862077 matches=0 nonzero=0 1520, 248.99, 0
4, 196.16, 0
CHECK 2026-07-30T05:35:21.015142 matches=0 nonzero=0 1520, 248.70, 0
4, 196.08, 0
CHECK 2026-07-30T05:35:21.281934 matches=0 nonzero=0 1520, 248.67, 0
4, 196.13, 0
CHECK 2026-07-30T05:35:21.523675 matches=0 nonzero=0 1520, 248.32, 0
4, 196.14, 0
CHECK 2026-07-30T05:35:21.673702 matches=0 nonzero=0 1520, 248.46, 1
4, 196.10, 0
CHECK 2026-07-30T05:35:21.816712 matches=0 nonzero=0 1520, 248.47, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:22.126328 matches=0 nonzero=0 1520, 248.20, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:22.270156 matches=0 nonzero=0 1520, 248.58, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:22.555967 matches=0 nonzero=0 1520, 248.66, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:22.851216 matches=0 nonzero=0 1520, 248.57, 0
4, 196.15, 0
CHECK 2026-07-30T05:35:22.996695 matches=0 nonzero=0 1520, 249.13, 1
4, 196.12, 0
CHECK 2026-07-30T05:35:23.308969 matches=0 nonzero=0 1520, 248.84, 0
4, 196.21, 0
CHECK 2026-07-30T05:35:23.571983 matches=0 nonzero=0 1520, 248.82, 0
4, 196.23, 0
CHECK 2026-07-30T05:35:23.718447 matches=0 nonzero=0 1520, 249.21, 1
4, 196.20, 0
CHECK 2026-07-30T05:35:23.862138 matches=0 nonzero=0 1520, 249.05, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:24.137141 matches=0 nonzero=0 1520, 248.70, 0
4, 196.27, 0
CHECK 2026-07-30T05:35:24.281645 matches=0 nonzero=0 1520, 249.02, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:24.608003 matches=0 nonzero=0 1520, 249.02, 1
4, 196.19, 0
CHECK 2026-07-30T05:35:24.919135 matches=0 nonzero=0 1520, 248.85, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:25.071468 matches=0 nonzero=0 1520, 249.13, 1
4, 196.12, 0
CHECK 2026-07-30T05:35:25.326429 matches=0 nonzero=0 1520, 248.57, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:25.471725 matches=0 nonzero=0 1520, 248.87, 0
4, 196.03, 0
CHECK 2026-07-30T05:35:25.833369 matches=0 nonzero=0 1520, 248.79, 0
4, 196.07, 0
CHECK 2026-07-30T05:35:25.981620 matches=0 nonzero=0 1520, 248.96, 0
4, 196.07, 0
CHECK 2026-07-30T05:35:26.127089 matches=0 nonzero=0 1520, 248.35, 1
4, 196.07, 0
CHECK 2026-07-30T05:35:26.274923 matches=0 nonzero=0 1520, 248.49, 1
4, 196.05, 0
CHECK 2026-07-30T05:35:26.418591 matches=0 nonzero=0 1520, 248.91, 0
4, 196.08, 0
CHECK 2026-07-30T05:35:26.562705 matches=0 nonzero=0 1520, 248.79, 0
4, 196.14, 0
CHECK 2026-07-30T05:35:26.711948 matches=0 nonzero=0 1520, 248.87, 1
4, 196.10, 0
CHECK 2026-07-30T05:35:26.854655 matches=0 nonzero=0 1520, 249.20, 0
4, 196.08, 0
CHECK 2026-07-30T05:35:27.008420 matches=0 nonzero=0 1520, 249.35, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:27.377714 matches=0 nonzero=0 1520, 249.16, 0
4, 196.12, 0
CHECK 2026-07-30T05:35:27.525057 matches=0 nonzero=0 1520, 249.27, 1
4, 196.06, 0
CHECK 2026-07-30T05:35:27.820606 matches=0 nonzero=0 1520, 249.10, 0
4, 196.07, 0
CHECK 2026-07-30T05:35:27.966094 matches=0 nonzero=0 1520, 248.78, 0
4, 196.07, 0
CHECK 2026-07-30T05:35:28.116200 matches=0 nonzero=0 1520, 249.12, 1
4, 196.02, 0
CHECK 2026-07-30T05:35:28.420194 matches=0 nonzero=0 1520, 248.64, 0
4, 196.08, 0
CHECK 2026-07-30T05:35:28.782550 matches=0 nonzero=0 1520, 248.55, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:29.139063 matches=0 nonzero=0 1520, 248.49, 0
4, 196.21, 0
CHECK 2026-07-30T05:35:29.294195 matches=0 nonzero=0 1520, 248.88, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:29.652981 matches=0 nonzero=0 1520, 248.84, 0
4, 196.16, 0
CHECK 2026-07-30T05:35:29.803358 matches=0 nonzero=0 1520, 249.24, 1
4, 196.17, 0
CHECK 2026-07-30T05:35:30.148734 matches=0 nonzero=0 1520, 249.20, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:30.291092 matches=0 nonzero=0 1520, 248.64, 1
4, 196.17, 0
CHECK 2026-07-30T05:35:30.540133 matches=0 nonzero=0 1520, 249.08, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:30.683766 matches=0 nonzero=0 1520, 249.22, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:30.827473 matches=0 nonzero=0 1520, 249.11, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:31.175719 matches=0 nonzero=0 1520, 249.13, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:31.321547 matches=0 nonzero=0 1520, 248.60, 0
4, 196.11, 0
CHECK 2026-07-30T05:35:31.806024 matches=0 nonzero=0 1520, 248.46, 1
4, 196.14, 0
CHECK 2026-07-30T05:35:32.154404 matches=0 nonzero=0 1520, 248.40, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:32.463086 matches=0 nonzero=0 1520, 248.32, 0
4, 196.23, 0
CHECK 2026-07-30T05:35:32.612329 matches=0 nonzero=0 1520, 248.54, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:32.757568 matches=0 nonzero=0 1520, 248.92, 0
4, 196.21, 0
CHECK 2026-07-30T05:35:33.222184 matches=0 nonzero=0 1520, 248.62, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:33.521032 matches=0 nonzero=0 1520, 248.68, 0
4, 196.16, 0
CHECK 2026-07-30T05:35:33.668297 matches=0 nonzero=0 1520, 248.20, 0
4, 196.27, 0
CHECK 2026-07-30T05:35:34.052402 matches=0 nonzero=0 1520, 248.43, 0
4, 196.21, 0
CHECK 2026-07-30T05:35:34.325577 matches=0 nonzero=0 1520, 248.27, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:34.698238 matches=0 nonzero=0 1520, 248.18, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:34.843862 matches=0 nonzero=0 1520, 248.66, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:35.125362 matches=0 nonzero=0 1520, 248.52, 1
4, 196.21, 0
CHECK 2026-07-30T05:35:35.484098 matches=0 nonzero=0 1520, 248.38, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:35.629192 matches=0 nonzero=0 1520, 248.18, 0
4, 196.23, 0
CHECK 2026-07-30T05:35:36.107352 matches=0 nonzero=0 1520, 248.22, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:36.253737 matches=0 nonzero=0 1520, 248.60, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:36.522569 matches=0 nonzero=0 1520, 248.27, 0
4, 196.29, 0
CHECK 2026-07-30T05:35:37.018809 matches=0 nonzero=0 1520, 248.54, 0
4, 196.30, 0
CHECK 2026-07-30T05:35:37.334117 matches=0 nonzero=0 1520, 248.29, 0
4, 196.34, 0
CHECK 2026-07-30T05:35:37.482445 matches=0 nonzero=0 1520, 248.42, 0
4, 196.28, 0
CHECK 2026-07-30T05:35:37.761141 matches=0 nonzero=0 1520, 248.96, 1
4, 196.28, 0
CHECK 2026-07-30T05:35:38.126218 matches=0 nonzero=0 1520, 248.66, 0
4, 196.23, 0
CHECK 2026-07-30T05:35:38.269237 matches=0 nonzero=0 1520, 248.84, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:38.590498 matches=0 nonzero=0 1520, 248.83, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:38.943394 matches=0 nonzero=0 1520, 248.15, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:39.452845 matches=0 nonzero=0 1520, 247.83, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:39.604141 matches=0 nonzero=0 1520, 248.24, 1
4, 196.24, 0
CHECK 2026-07-30T05:35:39.913151 matches=0 nonzero=0 1520, 248.24, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:40.054613 matches=0 nonzero=0 1520, 248.55, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:40.383476 matches=0 nonzero=0 1520, 248.70, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:40.656015 matches=0 nonzero=0 1520, 248.62, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:40.986993 matches=0 nonzero=0 1520, 248.41, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:41.131348 matches=0 nonzero=0 1520, 248.58, 1
4, 196.22, 0
CHECK 2026-07-30T05:35:41.420921 matches=0 nonzero=0 1520, 248.55, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:41.734974 matches=0 nonzero=0 1520, 248.37, 1
4, 196.12, 0
CHECK 2026-07-30T05:35:42.079435 matches=0 nonzero=0 1520, 248.62, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:42.446250 matches=0 nonzero=0 1520, 248.51, 0
4, 196.13, 0
CHECK 2026-07-30T05:35:42.592002 matches=0 nonzero=0 1520, 248.84, 1
4, 196.21, 0
CHECK 2026-07-30T05:35:42.902450 matches=0 nonzero=0 1520, 248.88, 0
4, 196.26, 0
CHECK 2026-07-30T05:35:43.163051 matches=0 nonzero=0 1520, 248.43, 1
4, 196.33, 0
CHECK 2026-07-30T05:35:43.459706 matches=0 nonzero=0 1520, 248.42, 0
4, 196.26, 0
CHECK 2026-07-30T05:35:43.612928 matches=0 nonzero=0 1520, 248.82, 0
4, 196.27, 0
CHECK 2026-07-30T05:35:43.932067 matches=0 nonzero=0 1520, 248.98, 0
4, 196.28, 0
CHECK 2026-07-30T05:35:44.073457 matches=0 nonzero=0 1520, 249.12, 0
4, 196.26, 0
CHECK 2026-07-30T05:35:44.419456 matches=0 nonzero=0 1520, 249.68, 0
4, 196.33, 0
CHECK 2026-07-30T05:35:44.656035 matches=0 nonzero=0 1520, 248.88, 0
4, 196.35, 0
CHECK 2026-07-30T05:35:44.808632 matches=0 nonzero=0 1520, 249.48, 1
4, 196.35, 0
CHECK 2026-07-30T05:35:45.141775 matches=0 nonzero=0 1520, 248.96, 0
4, 196.36, 0
CHECK 2026-07-30T05:35:45.291943 matches=0 nonzero=0 1520, 249.12, 1
4, 196.38, 0
CHECK 2026-07-30T05:35:45.440196 matches=0 nonzero=0 1520, 249.20, 0
4, 196.39, 0
CHECK 2026-07-30T05:35:45.583428 matches=0 nonzero=0 1520, 249.36, 1
4, 196.34, 0
CHECK 2026-07-30T05:35:45.842231 matches=0 nonzero=0 1520, 248.72, 0
4, 196.29, 0
CHECK 2026-07-30T05:35:45.989871 matches=0 nonzero=0 1520, 248.77, 0
4, 196.25, 0
CHECK 2026-07-30T05:35:46.133373 matches=0 nonzero=0 1520, 249.11, 1
4, 196.22, 0
CHECK 2026-07-30T05:35:46.274502 matches=0 nonzero=0 1520, 248.86, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:46.596198 matches=0 nonzero=0 1520, 248.71, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:46.743721 matches=0 nonzero=0 1520, 249.01, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:46.890494 matches=0 nonzero=0 1520, 249.07, 1
4, 196.21, 0
CHECK 2026-07-30T05:35:47.033593 matches=0 nonzero=0 1520, 249.18, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:47.330092 matches=0 nonzero=0 1520, 248.95, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:47.473643 matches=0 nonzero=0 1520, 248.79, 0
4, 196.15, 0
CHECK 2026-07-30T05:35:47.836863 matches=0 nonzero=0 1520, 248.99, 0
4, 196.17, 0
CHECK 2026-07-30T05:35:47.977978 matches=0 nonzero=0 1520, 248.82, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:48.125602 matches=0 nonzero=0 1520, 248.86, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:48.475114 matches=0 nonzero=0 1520, 248.81, 0
4, 196.22, 0
CHECK 2026-07-30T05:35:48.625916 matches=0 nonzero=0 1520, 249.18, 0
4, 196.26, 0
CHECK 2026-07-30T05:35:48.770098 matches=0 nonzero=0 1520, 249.21, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:48.917253 matches=0 nonzero=0 1520, 249.46, 1
4, 196.22, 0
CHECK 2026-07-30T05:35:49.061279 matches=0 nonzero=0 1520, 249.16, 1
4, 196.16, 0
CHECK 2026-07-30T05:35:49.213864 matches=0 nonzero=0 1520, 249.30, 1
4, 196.18, 0
CHECK 2026-07-30T05:35:49.360428 matches=0 nonzero=0 1520, 249.34, 0
4, 196.13, 0
CHECK 2026-07-30T05:35:49.512067 matches=0 nonzero=0 1520, 249.95, 1
4, 196.12, 0
CHECK 2026-07-30T05:35:49.713230 matches=0 nonzero=0 1520, 250.08, 0
4, 196.10, 0
CHECK 2026-07-30T05:35:49.948573 matches=0 nonzero=0 1520, 249.40, 0
4, 196.08, 0
CHECK 2026-07-30T05:35:50.092664 matches=0 nonzero=0 1520, 249.57, 1
4, 196.12, 0
CHECK 2026-07-30T05:35:50.239142 matches=0 nonzero=0 1520, 249.68, 0
4, 196.11, 0
CHECK 2026-07-30T05:35:50.382249 matches=0 nonzero=0 1520, 249.72, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:50.527295 matches=0 nonzero=0 1520, 249.14, 1
4, 196.21, 0
CHECK 2026-07-30T05:35:50.669456 matches=0 nonzero=0 1520, 249.12, 1
4, 196.26, 0
CHECK 2026-07-30T05:35:50.818773 matches=0 nonzero=0 1520, 249.08, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:51.320890 matches=0 nonzero=0 1520, 249.01, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:51.466106 matches=0 nonzero=0 1520, 248.84, 1
4, 196.19, 0
CHECK 2026-07-30T05:35:51.618203 matches=0 nonzero=0 1520, 248.84, 1
4, 196.17, 0
CHECK 2026-07-30T05:35:51.761081 matches=0 nonzero=0 1520, 249.09, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:51.910812 matches=0 nonzero=0 1520, 249.20, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:52.057500 matches=0 nonzero=0 1520, 249.43, 0
4, 196.28, 0
CHECK 2026-07-30T05:35:52.207915 matches=0 nonzero=0 1520, 249.52, 0
4, 196.29, 0
CHECK 2026-07-30T05:35:52.354323 matches=0 nonzero=0 1520, 249.57, 1
4, 196.27, 0
CHECK 2026-07-30T05:35:52.505263 matches=0 nonzero=0 1520, 249.60, 1
4, 196.29, 0
CHECK 2026-07-30T05:35:52.654337 matches=0 nonzero=0 1520, 249.10, 0
4, 196.29, 0
CHECK 2026-07-30T05:35:52.804451 matches=0 nonzero=0 1520, 249.28, 0
4, 196.26, 0
CHECK 2026-07-30T05:35:52.954549 matches=0 nonzero=0 1520, 248.67, 1
4, 196.20, 0
CHECK 2026-07-30T05:35:53.106700 matches=0 nonzero=0 1520, 248.88, 1
4, 196.19, 0
CHECK 2026-07-30T05:35:53.251816 matches=0 nonzero=0 1520, 249.15, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:53.509774 matches=0 nonzero=0 1520, 249.05, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:53.654725 matches=0 nonzero=0 1520, 248.84, 0
4, 196.18, 0
CHECK 2026-07-30T05:35:53.991323 matches=0 nonzero=0 1520, 248.81, 0
4, 196.25, 0
CHECK 2026-07-30T05:35:54.133887 matches=0 nonzero=0 1520, 248.88, 1
4, 196.24, 0
CHECK 2026-07-30T05:35:54.274003 matches=0 nonzero=0 1520, 248.98, 1
4, 196.25, 0
CHECK 2026-07-30T05:35:54.420341 matches=0 nonzero=0 1520, 248.92, 0
4, 196.25, 0
CHECK 2026-07-30T05:35:54.563293 matches=0 nonzero=0 1520, 249.10, 0
4, 196.24, 0
CHECK 2026-07-30T05:35:54.714475 matches=0 nonzero=0 1520, 249.53, 1
4, 196.27, 0
CHECK 2026-07-30T05:35:54.979130 matches=0 nonzero=0 1520, 249.72, 1
4, 196.25, 0
CHECK 2026-07-30T05:35:55.218879 matches=0 nonzero=0 1520, 249.48, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:55.361125 matches=0 nonzero=0 1520, 249.61, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:55.512099 matches=0 nonzero=0 1520, 249.33, 0
4, 196.20, 0
CHECK 2026-07-30T05:35:55.816500 matches=0 nonzero=0 1520, 248.97, 0
4, 196.19, 0
CHECK 2026-07-30T05:35:55.959731 matches=0 nonzero=0 1520, 248.96, 0
4, 196.16, 0
CHECK 2026-07-30T05:35:56.110150 matches=0 nonzero=0 1520, 248.99, 0
4, 196.21, 0
CHECK 2026-07-30T05:35:56.381615 matches=0 nonzero=0 1520, 248.88, 0
4, 196.27, 0
CHECK 2026-07-30T05:35:56.530864 matches=0 nonzero=0 1520, 249.03, 1
4, 196.29, 0
CHECK 2026-07-30T05:35:56.673438 matches=0 nonzero=0 1520, 249.09, 1
4, 196.33, 0
CHECK 2026-07-30T05:35:56.819578 matches=0 nonzero=0 1520, 249.47, 1
4, 196.35, 0
CHECK 2026-07-30T05:35:56.963375 matches=0 nonzero=0 1520, 249.23, 1
4, 196.35, 0
CHECK 2026-07-30T05:35:57.310912 matches=0 nonzero=0 1520, 249.22, 0
4, 196.33, 0
CHECK 2026-07-30T05:35:57.458528 matches=0 nonzero=0 1520, 249.37, 0
4, 196.28, 0
CHECK 2026-07-30T05:35:57.606539 matches=0 nonzero=0 1520, 249.15, 1
4, 196.23, 0
CHECK 2026-07-30T05:35:57.923342 matches=0 nonzero=0 1520, 248.69, 0
4, 196.26, 0
CHECK 2026-07-30T05:35:58.077281 matches=0 nonzero=0 1520, 248.54, 1
4, 196.26, 0
CHECK 2026-07-30T05:35:58.226552 matches=0 nonzero=0 1520, 248.85, 0
4, 196.28, 0
CHECK 2026-07-30T05:35:58.525771 matches=0 nonzero=0 1520, 248.58, 0
4, 196.29, 0
CHECK 2026-07-30T05:35:58.669940 matches=0 nonzero=0 1520, 248.51, 1
4, 196.32, 0
CHECK 2026-07-30T05:35:58.820455 matches=0 nonzero=0 1520, 248.85, 0
4, 196.31, 0
CHECK 2026-07-30T05:35:59.108300 matches=0 nonzero=0 1520, 248.73, 0
4, 196.29, 0
CHECK 2026-07-30T05:35:59.406638 matches=0 nonzero=0 1520, 248.49, 1
4, 196.29, 0
CHECK 2026-07-30T05:35:59.745999 matches=0 nonzero=0 1520, 248.16, 1
4, 196.27, 0
CHECK 2026-07-30T05:36:00.049850 matches=0 nonzero=0 1520, 248.17, 0
4, 196.26, 0
CHECK 2026-07-30T05:36:00.210852 matches=0 nonzero=0 1520, 248.48, 1
4, 196.25, 0
CHECK 2026-07-30T05:36:00.559279 matches=0 nonzero=0 1520, 248.42, 0
4, 196.25, 0
CHECK 2026-07-30T05:36:00.712121 matches=0 nonzero=0 1520, 248.95, 0
4, 196.30, 0
CHECK 2026-07-30T05:36:01.003707 matches=0 nonzero=0 1520, 248.93, 0
4, 196.23, 0
CHECK 2026-07-30T05:36:01.157463 matches=0 nonzero=0 1520, 248.84, 1
4, 196.26, 0
CHECK 2026-07-30T05:36:01.309972 matches=0 nonzero=0 1520, 249.20, 0
4, 196.29, 0
CHECK 2026-07-30T05:36:01.575638 matches=0 nonzero=0 1520, 249.21, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:01.718788 matches=0 nonzero=0 1520, 249.41, 1
4, 196.36, 0
CHECK 2026-07-30T05:36:02.009240 matches=0 nonzero=0 1520, 249.52, 1
4, 196.39, 0
CHECK 2026-07-30T05:36:02.354690 matches=0 nonzero=0 1520, 249.24, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:02.622929 matches=0 nonzero=0 1520, 248.94, 0
4, 196.32, 0
CHECK 2026-07-30T05:36:02.768900 matches=0 nonzero=0 1520, 248.65, 0
4, 196.34, 0
CHECK 2026-07-30T05:36:02.917712 matches=0 nonzero=0 1520, 248.77, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:03.059684 matches=0 nonzero=0 1520, 249.57, 0
4, 196.34, 0
CHECK 2026-07-30T05:36:03.411137 matches=0 nonzero=0 1520, 249.43, 1
4, 196.35, 0
CHECK 2026-07-30T05:36:03.731446 matches=0 nonzero=0 1520, 249.32, 1
4, 196.38, 0
CHECK 2026-07-30T05:36:04.048362 matches=0 nonzero=0 1520, 248.83, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:04.191919 matches=0 nonzero=0 1520, 248.52, 0
4, 196.38, 0
CHECK 2026-07-30T05:36:04.334338 matches=0 nonzero=0 1520, 249.08, 1
4, 196.38, 0
CHECK 2026-07-30T05:36:04.478100 matches=0 nonzero=0 1520, 248.87, 1
4, 196.36, 0
CHECK 2026-07-30T05:36:04.621812 matches=0 nonzero=0 1520, 249.37, 0
4, 196.32, 0
CHECK 2026-07-30T05:36:04.906882 matches=0 nonzero=0 1520, 249.35, 0
4, 196.32, 0
CHECK 2026-07-30T05:36:05.260367 matches=0 nonzero=0 1520, 249.04, 0
4, 196.33, 0
CHECK 2026-07-30T05:36:05.581017 matches=0 nonzero=0 1520, 248.78, 0
4, 196.29, 0
CHECK 2026-07-30T05:36:06.023484 matches=0 nonzero=0 1520, 248.71, 0
4, 196.29, 0
CHECK 2026-07-30T05:36:06.207369 matches=0 nonzero=0 1520, 248.36, 1
4, 196.28, 0
CHECK 2026-07-30T05:36:06.488299 matches=0 nonzero=0 1520, 248.40, 0
4, 196.31, 0
CHECK 2026-07-30T05:36:06.769011 matches=0 nonzero=0 1520, 248.41, 0
4, 196.32, 0
CHECK 2026-07-30T05:36:06.931747 matches=0 nonzero=0 1520, 248.82, 1
4, 196.33, 0
CHECK 2026-07-30T05:36:07.071711 matches=0 nonzero=0 1520, 248.79, 1
4, 196.34, 0
CHECK 2026-07-30T05:36:07.218322 matches=0 nonzero=0 1520, 249.31, 0
4, 196.40, 0
CHECK 2026-07-30T05:36:07.522602 matches=0 nonzero=0 1520, 249.24, 1
4, 196.48, 0
CHECK 2026-07-30T05:36:07.797045 matches=0 nonzero=0 1520, 249.46, 1
4, 196.47, 0
CHECK 2026-07-30T05:36:08.144289 matches=0 nonzero=0 1520, 248.68, 1
4, 196.44, 0
CHECK 2026-07-30T05:36:08.432121 matches=0 nonzero=0 1520, 248.43, 0
